"location","depth.cm","%N","d15N.permil","%C.total","d13C.total","%C.organic","d13C.organic","P.pct.inorg","P.pct.total","P.pct.org","SiO2.mg","SiO2.prct","water.percent","bulk.density.gcm3","median.grainsize.um","mean.phi","sd.phi","skewness.phi","kurtosis.phi","thickness.cm","accretion.rate.cmyr","year.mean","end.pb","below_pb_LOD","N.P.ratio","C.N.ratio","Si.P.ratio","Si.N.ratio","C.P.ratio","P.total.pct.e2","accretion.rate.gcm2yr","outlier"
"South",28,0.255481845343178,6.23,2.95580722085586,-19.3266666666667,2.92758089368259,-19.41,0.025386523,0.024499972,-0.000886551,247.28303168,8.22087497742581,53.51,0.5,37.2,5.739,3.029,0.329,1.233,2,0.150375939849625,1861.4,42,FALSE,10.4278423397046,11.4590564732695,335.546300927438,32.1779223348848,119.493234265026,2.4499972,0.0751879699248123,FALSE
"South",30,0.256652222109169,6.63805700064735,3.14383975910959,-19.4361744794631,3.21954101982069,-19.4051105810542,0.01693729,0.020035497,0.003098206,174.4894428,5.84556800594556,53.01,0.57,30.3,5.954,3.102,0.254,1.229,2,0.150375939849622,1848.1,42,FALSE,12.809875497931,12.5443722768597,291.760569051297,22.7762220716682,160.691847066269,2.0035497,0.0857142857142845,FALSE
"South",32,0.247951577677308,5.368,3.34412353733397,-20.262,3.26214384015495,-20.01,0.009555311,0.023094027,0.013538716,217.592136533333,7.68324875587877,51.54,0.55,30.9,5.889,3.138,0.253,1.204,2,0.152671755725192,1835,42,FALSE,10.7366107122551,13.1563746063371,332.69419646382,30.986891988556,141.254872532839,2.3094027,0.0839694656488555,FALSE
"South",34,0.247663911695367,5.4169983371631,3.14806011060712,-19.462039424596,3.04326248949142,-19.3812603852118,0.018313781,0.021194814,0.002881033,225.717355733333,6.68903195107683,50.86,0.58,37.6,5.702,3.259,0.267,1.183,2,0.151515151515151,1821.8,42,FALSE,11.6851184301672,12.2878721758813,315.597577363823,27.0085048131862,143.58524162993,2.1194814,0.0878787878787876,FALSE
"South",36,0.247859326177089,5.24333333333333,3.13458884035215,-19.4966666666667,3.04009229881742,-19.32,0.009106661,0.020781954,0.011675293,238.559455733333,7.30006753271563,51.2,0.58,27,6.095,3.004,0.253,1.305,2,0.153846153846154,1808.8,42,FALSE,11.9266612839721,12.2653940269544,351.269545333207,29.4524625936404,146.28520007394,2.0781954,0.0892307692307692,FALSE
"South",38,0.253337614706741,4.86521692015551,3.35830418377039,-19.7333303976002,3.02005764295657,-19.5427289624276,0.017607605,0.017503848,-0.000103757,232.3852344,7.84149131576882,51.17,0.58,24.5,6.055,3.09,0.191,0.671,2,0.156250000000001,1796,42,FALSE,14.4732526645993,11.9210787014496,447.986712165737,30.9527320877557,172.536784080653,1.7503848,0.0906250000000003,FALSE
"South",40,0.274431503945291,4.8,3.40634731245766,-19.4266666666667,3.44106369204721,-19.59,0.008821592,0.018072422,0.00925083,248.619651466667,8.16817617607935,52.06,0.57,25.9,5.925,3.216,0.161,0.651,2,0.156250000000001,1783.2,42,FALSE,15.1850982643771,12.5388799849058,451.969092802246,29.7639886771444,190.404124696026,1.8072422,0.0890625000000003,FALSE
"South",42,0.296211675492322,3.80025660156472,4.49448187387441,-20.8888436534539,4.66519995409416,-20.904045651659,0.014944309,0.016627052,0.001682743,200.901512,6.34407649294248,51.6,0.62,38.6,5.505,3.457,0.208,1.032,2,0.153846153846154,1770.2,42,FALSE,17.8150447531121,15.7495478405445,381.551491686108,21.4173748634258,280.57889962058,1.6627052,0.0953846153846154,FALSE
"South",44,0.33314744538552,3.28333333333333,7.11531465343777,-21.1666666666667,4.90793098448601,-21.32,0.007261959,0.016425207,0.009163248,159.34561792,5.32060682001337,53.07,0.54,49.1,5.308,3.518,0.276,0.984,2,0.155038759689921,1757.3,42,TRUE,20.2826938732352,14.7320084619185,323.929361743409,15.9707267569059,298.804817771003,1.6425207,0.0837209302325576,FALSE
"South",46,0.341663430266208,3.09297454456266,5.87954661693086,-21.3657010948008,6.03261099289989,-21.1286424594535,0.012402511,0.01618194,0.003779429,143.091734933333,4.75569533431332,53.71,0.59,73.8,3.866,2.676,0.175,1.032,2,0.155038759689924,1744.4,42,TRUE,21.1138732603265,17.656589668375,293.889072281403,13.9192401440444,372.79899646766,1.618194,0.0914728682170552,FALSE
"South",48,0.406899658933168,2.44,10.0714871886063,-21.61,7.31842032587683,-21.43,0.006382834,0.015929551,0.009546717,131.4394192,3.58969567819884,59.91,0.45,137.6,3.266,2.805,0.34,1.034,2,0.153846153846154,1731.4,42,TRUE,25.543699187326,17.9858109123627,225.348202105561,8.82206607793798,459.424143585518,1.5929551,0.0692307692307692,FALSE
"South",50,0.707060316853847,1.52348945795978,13.6613107606089,-21.4204560724043,16.8083451773624,-21.8401871408203,0.002870588,0.012691442,0.009820855,90.6949656,2.613114712803,74.94,0.29,165.8,3.002,2.703,0.367,1.174,2,0.152671755725189,1718.3,42,TRUE,55.7115824075662,23.7721517906042,205.895808593145,3.69574511610323,1324.38419348742,1.2691442,0.0442748091603049,TRUE
"South",50,0.707060316853847,1.52348945795978,13.6613107606089,-21.4204560724043,16.8083451773624,-21.8401871408203,0.002870588,0.012691442,0.009820855,90.6949656,2.613114712803,74.94,0.29,165.8,3.002,2.703,0.367,1.174,2,0.152671755725189,1718.3,42,TRUE,55.7115824075662,23.7721517906042,205.895808593145,3.69574511610323,1324.38419348742,1.2691442,0.0442748091603049,TRUE
"South",52,0.964452241081099,1.084,26.0001956240532,-22.096,20.497803806735,-21.66,-7.93281e-05,0.009070367,0.009149696,60.5430165333333,1.93665241551328,82.52,0.18,252,2.225,1.834,0.224,1.011,2,0.15873015873016,1705.7,42,TRUE,106.33001300621,21.2533113964856,213.514228863427,2.00803350650354,2259.86487721335,0.9070367,0.0285714285714288,TRUE
"South",54,1.47778317236167,0.509438270618281,29.0407313491744,-19.333825518241,29.9276779612347,-22.8211103537826,-0.000135334,0.006761815,0.006897149,12.0582562666667,0.318406718213718,83.73,0.16,239,2.176,1.632,0.148,1.038,2,0.162601626016261,1693.4,42,TRUE,218.548299881271,20.2517382258499,47.0889425714424,0.215462406237084,4425.98295890004,0.6761815,0.0260162601626017,TRUE
"South",56,1.66977965514918,0.614496706273865,32.4527106184045,-19.9119428613087,33.267905972323,-23.4161669722454,-0.000567994,0.005973545,0.00654154,22.7262613333333,0.757603138363971,85.12,NA,225.2,2.256,1.651,0.15,1.054,NA,NA,NA,42,TRUE,279.529099579761,19.9235305507125,126.826388411566,0.453714438325866,5569.20655529053,0.5973545,NA,TRUE
